income,land_size,state,crop,irrigation,farmer_type,scheme,approved
240049,3.83,punjab,rice,yes,medium,drip_irrigation,0
178680,4.35,up,wheat,no,large,sugarcane_incentive,0
115630,2.06,maharashtra,cotton,yes,medium,medium_farmer_modernization,0
52600,1.07,gujarat,wheat,no,small,small_farmer_support,1
206336,4.53,gujarat,wheat,no,large,medium_farmer_modernization,0
309428,3.69,punjab,wheat,yes,medium,drip_irrigation,0
165904,2.75,maharashtra,sugarcane,no,medium,crop_insurance,0
340478,5.07,maharashtra,sugarcane,yes,large,cotton_support_scheme,1
446471,5.95,up,wheat,yes,large,medium_farmer_modernization,0
251915,4.47,karnataka,sugarcane,no,large,rice_development_scheme,1
288865,4.79,maharashtra,sugarcane,no,large,sugarcane_incentive,1
162339,1.73,punjab,wheat,yes,small,cotton_support_scheme,1
190394,5.89,karnataka,rice,no,large,drip_irrigation,1
238526,3.95,punjab,rice,yes,medium,medium_farmer_modernization,1
181390,2.71,punjab,rice,yes,medium,crop_insurance,0
250218,4.67,punjab,wheat,yes,large,small_farmer_support,0
299168,4.89,gujarat,cotton,yes,large,pm_kisan,0
129050,2.89,karnataka,sugarcane,no,medium,low_income_farmer_aid,0
157970,2.62,karnataka,sugarcane,no,medium,medium_farmer_modernization,0
169836,3.76,maharashtra,cotton,yes,medium,large_farmer_irrigation_support,0
369656,4.78,up,rice,yes,large,medium_farmer_modernization,0
301006,4.62,karnataka,rice,no,large,rice_development_scheme,0
257521,5.71,karnataka,sugarcane,no,large,small_farmer_support,0
361798,3.92,maharashtra,cotton,yes,medium,large_farmer_irrigation_support,0
110494,1.67,punjab,rice,yes,small,medium_farmer_modernization,0
260419,4.41,maharashtra,sugarcane,yes,large,pm_kisan,0
259597,5.15,maharashtra,sugarcane,yes,large,drip_irrigation,0
144422,3.43,up,rice,yes,medium,cotton_support_scheme,0
194020,2.72,maharashtra,sugarcane,no,medium,medium_farmer_modernization,1
119991,3.0,punjab,rice,yes,medium,small_farmer_support,0
235133,4.23,punjab,wheat,no,large,rice_development_scheme,1
137659,4.07,karnataka,rice,no,large,medium_farmer_modernization,0
165775,2.62,karnataka,sugarcane,no,medium,small_farmer_support,0
277062,4.15,up,wheat,yes,large,small_farmer_support,0
536453,5.65,punjab,rice,yes,large,drip_irrigation,0
274931,4.23,gujarat,cotton,yes,large,medium_farmer_modernization,0
49617,0.69,gujarat,wheat,yes,small,drip_irrigation,0
389864,5.98,up,wheat,yes,large,rice_development_scheme,1
84516,2.27,gujarat,cotton,no,medium,drip_irrigation,0
95817,1.62,gujarat,cotton,yes,small,drip_irrigation,0
391576,5.18,gujarat,cotton,no,large,rice_development_scheme,0
371616,4.83,maharashtra,sugarcane,yes,large,drip_irrigation,0
113802,1.52,maharashtra,cotton,no,small,crop_insurance,0
76520,2.12,punjab,wheat,yes,medium,sugarcane_incentive,0
363232,4.29,punjab,wheat,yes,large,drip_irrigation,0
217648,3.42,maharashtra,sugarcane,no,medium,pm_kisan,0
193188,2.3,karnataka,rice,yes,medium,small_farmer_support,0
109254,2.86,up,rice,no,medium,cotton_support_scheme,0
430360,5.64,karnataka,sugarcane,no,large,low_income_farmer_aid,0
62462,0.86,punjab,rice,yes,small,pm_kisan,1
249935,5.93,up,wheat,yes,large,sugarcane_incentive,0
65189,2.09,gujarat,wheat,no,medium,medium_farmer_modernization,1
99858,1.38,up,rice,yes,small,small_farmer_support,1
437098,4.66,punjab,rice,yes,large,cotton_support_scheme,1
342678,4.55,gujarat,cotton,no,large,small_farmer_support,0
149420,4.03,maharashtra,sugarcane,no,large,medium_farmer_modernization,0
56449,1.68,maharashtra,sugarcane,no,small,medium_farmer_modernization,0
176886,3.01,karnataka,rice,yes,medium,crop_insurance,1
130158,2.23,karnataka,sugarcane,no,medium,drip_irrigation,1
46076,1.02,punjab,rice,no,small,drip_irrigation,1
361918,5.67,gujarat,cotton,yes,large,pm_kisan,0
222261,4.43,karnataka,rice,yes,large,rice_development_scheme,0
51823,1.48,gujarat,wheat,no,small,pm_kisan,1
160665,3.17,punjab,rice,yes,medium,low_income_farmer_aid,0
208990,3.12,gujarat,cotton,yes,medium,cotton_support_scheme,0
279128,4.76,gujarat,cotton,yes,large,low_income_farmer_aid,0
321923,4.34,karnataka,sugarcane,no,large,pm_kisan,0
100165,2.13,up,rice,no,medium,rice_development_scheme,0
413435,5.99,maharashtra,sugarcane,no,large,pm_kisan,0
176866,3.02,up,wheat,no,medium,rice_development_scheme,1
291732,4.29,karnataka,rice,yes,large,pm_kisan,0
93125,1.22,karnataka,sugarcane,no,small,drip_irrigation,1
196415,3.17,karnataka,rice,yes,medium,pm_kisan,0
141972,2.16,gujarat,cotton,no,medium,medium_farmer_modernization,1
242745,3.6,punjab,rice,yes,medium,pm_kisan,0
271155,3.7,maharashtra,sugarcane,yes,medium,pm_kisan,0
336529,4.32,gujarat,wheat,yes,large,drip_irrigation,0
172947,2.34,maharashtra,sugarcane,no,medium,low_income_farmer_aid,0
385560,5.6,up,wheat,yes,large,crop_insurance,1
276822,4.58,gujarat,cotton,yes,large,crop_insurance,0
74893,1.44,karnataka,sugarcane,yes,small,sugarcane_incentive,0
147896,4.0,maharashtra,cotton,no,large,pm_kisan,0
267666,5.18,punjab,wheat,no,large,large_farmer_irrigation_support,1
207685,4.68,up,rice,yes,large,crop_insurance,1
122306,1.86,up,rice,no,small,cotton_support_scheme,0
344939,3.95,punjab,rice,yes,medium,pm_kisan,0
168058,2.06,punjab,rice,yes,medium,drip_irrigation,0
31117,0.52,maharashtra,cotton,yes,small,rice_development_scheme,0
197387,4.78,up,rice,yes,large,rice_development_scheme,1
105085,1.78,maharashtra,cotton,no,small,pm_kisan,1
309854,5.51,karnataka,sugarcane,no,large,sugarcane_incentive,0
155871,4.23,karnataka,rice,no,large,large_farmer_irrigation_support,1
60405,0.76,gujarat,cotton,no,small,crop_insurance,0
305718,4.01,gujarat,cotton,no,large,pm_kisan,0
74982,1.64,punjab,rice,no,small,small_farmer_support,1
157901,4.06,gujarat,cotton,yes,large,pm_kisan,0
277519,5.01,gujarat,wheat,yes,large,drip_irrigation,0
100622,2.13,up,wheat,yes,medium,medium_farmer_modernization,1
155580,2.38,punjab,wheat,yes,medium,drip_irrigation,0
70335,1.33,punjab,wheat,yes,small,crop_insurance,1
200893,2.25,gujarat,wheat,yes,medium,pm_kisan,0
76926,1.28,maharashtra,cotton,no,small,medium_farmer_modernization,0
160465,1.97,karnataka,rice,yes,small,pm_kisan,1
124979,3.2,up,wheat,no,medium,low_income_farmer_aid,0
156252,3.84,punjab,rice,yes,medium,cotton_support_scheme,0
154654,2.1,up,rice,no,medium,cotton_support_scheme,0
262437,5.04,maharashtra,sugarcane,no,large,large_farmer_irrigation_support,1
252042,3.62,gujarat,cotton,no,medium,crop_insurance,0
44905,0.99,gujarat,cotton,no,small,cotton_support_scheme,0
58806,0.74,punjab,wheat,yes,small,pm_kisan,1
262000,4.89,punjab,wheat,yes,large,large_farmer_irrigation_support,1
264854,5.83,karnataka,sugarcane,yes,large,rice_development_scheme,0
69646,0.91,karnataka,sugarcane,no,small,rice_development_scheme,0
68233,1.23,gujarat,wheat,no,small,medium_farmer_modernization,0
226274,2.98,punjab,rice,no,medium,cotton_support_scheme,1
254180,3.02,karnataka,rice,yes,medium,drip_irrigation,0
113109,3.35,gujarat,cotton,no,medium,large_farmer_irrigation_support,0
74335,2.18,karnataka,sugarcane,no,medium,sugarcane_incentive,1
53593,1.16,karnataka,rice,no,small,large_farmer_irrigation_support,0
40790,0.7,maharashtra,sugarcane,yes,small,drip_irrigation,0
290820,5.15,gujarat,cotton,no,large,large_farmer_irrigation_support,0
358699,5.5,karnataka,sugarcane,no,large,small_farmer_support,0
218989,5.42,up,rice,no,large,cotton_support_scheme,1
31875,0.98,punjab,wheat,no,small,low_income_farmer_aid,1
205290,2.95,karnataka,rice,no,medium,cotton_support_scheme,0
467710,5.83,punjab,rice,yes,large,rice_development_scheme,0
178019,4.33,karnataka,rice,no,large,drip_irrigation,1
374409,4.32,gujarat,wheat,yes,large,medium_farmer_modernization,0
265441,3.65,maharashtra,sugarcane,yes,medium,sugarcane_incentive,0
120450,2.82,karnataka,rice,no,medium,cotton_support_scheme,1
224415,5.41,gujarat,cotton,yes,large,large_farmer_irrigation_support,0
264050,3.17,punjab,wheat,yes,medium,sugarcane_incentive,1
190677,4.48,gujarat,wheat,no,large,pm_kisan,0
179182,3.36,karnataka,sugarcane,yes,medium,medium_farmer_modernization,0
465374,5.59,maharashtra,cotton,yes,large,low_income_farmer_aid,0
119476,1.92,up,wheat,yes,small,rice_development_scheme,0
128351,3.96,gujarat,wheat,no,medium,drip_irrigation,0
106198,1.86,punjab,wheat,yes,small,crop_insurance,0
228828,3.27,punjab,wheat,no,medium,small_farmer_support,0
104884,2.49,maharashtra,sugarcane,yes,medium,crop_insurance,1
255374,5.86,maharashtra,sugarcane,yes,large,medium_farmer_modernization,0
85950,1.36,karnataka,sugarcane,no,small,small_farmer_support,1
228602,4.9,punjab,rice,yes,large,large_farmer_irrigation_support,1
43914,0.77,gujarat,wheat,yes,small,large_farmer_irrigation_support,0
367974,5.74,maharashtra,cotton,no,large,crop_insurance,0
76281,0.95,gujarat,cotton,yes,small,cotton_support_scheme,0
339858,4.78,up,rice,yes,large,pm_kisan,0
164661,1.91,maharashtra,cotton,yes,small,rice_development_scheme,0
307205,5.05,gujarat,cotton,yes,large,large_farmer_irrigation_support,1
199746,2.81,maharashtra,sugarcane,no,medium,medium_farmer_modernization,1
162094,3.48,karnataka,rice,no,medium,crop_insurance,1
226082,4.95,maharashtra,sugarcane,yes,large,low_income_farmer_aid,0
80965,1.09,gujarat,cotton,yes,small,large_farmer_irrigation_support,0
90588,1.32,karnataka,sugarcane,yes,small,rice_development_scheme,0
125137,3.89,maharashtra,cotton,no,medium,large_farmer_irrigation_support,0
437785,5.52,gujarat,wheat,no,large,crop_insurance,1
253922,2.73,up,wheat,yes,medium,cotton_support_scheme,1
273185,3.69,maharashtra,sugarcane,yes,medium,rice_development_scheme,0
237477,5.72,karnataka,rice,no,large,crop_insurance,1
89869,1.25,punjab,wheat,yes,small,rice_development_scheme,0
375744,5.14,gujarat,cotton,no,large,small_farmer_support,0
224223,5.38,gujarat,wheat,yes,large,sugarcane_incentive,0
49621,0.76,maharashtra,cotton,yes,small,medium_farmer_modernization,0
248106,4.85,punjab,rice,yes,large,small_farmer_support,0
129675,2.29,punjab,wheat,yes,medium,drip_irrigation,0
225597,2.82,maharashtra,sugarcane,yes,medium,crop_insurance,1
152123,2.8,karnataka,sugarcane,yes,medium,cotton_support_scheme,1
111720,2.0,up,wheat,yes,medium,rice_development_scheme,0
106127,1.82,punjab,rice,yes,small,crop_insurance,0
134418,2.71,gujarat,wheat,no,medium,drip_irrigation,1
293234,3.8,gujarat,cotton,no,medium,drip_irrigation,0
112447,3.61,gujarat,wheat,no,medium,low_income_farmer_aid,1
468553,5.22,up,rice,yes,large,small_farmer_support,0
339810,4.64,karnataka,rice,no,large,sugarcane_incentive,0
57726,1.87,gujarat,cotton,no,small,low_income_farmer_aid,1
52039,0.67,karnataka,sugarcane,yes,small,small_farmer_support,1
265918,5.76,maharashtra,cotton,yes,large,rice_development_scheme,1
34760,0.76,gujarat,cotton,no,small,rice_development_scheme,0
186309,4.75,maharashtra,cotton,no,large,rice_development_scheme,1
290039,5.35,karnataka,rice,no,large,pm_kisan,0
228870,4.73,maharashtra,cotton,no,large,large_farmer_irrigation_support,1
282043,4.72,karnataka,rice,no,large,cotton_support_scheme,1
63057,0.66,up,rice,yes,small,small_farmer_support,1
351820,5.0,up,wheat,no,large,drip_irrigation,1
79561,1.46,punjab,wheat,no,small,medium_farmer_modernization,0
91476,1.28,maharashtra,sugarcane,no,small,cotton_support_scheme,1
280518,4.1,punjab,wheat,yes,large,cotton_support_scheme,0
234372,3.6,up,rice,yes,medium,pm_kisan,0
138434,3.03,karnataka,rice,no,medium,drip_irrigation,0
422762,4.55,karnataka,rice,yes,large,rice_development_scheme,0
305501,4.56,karnataka,rice,no,large,sugarcane_incentive,1
62712,0.66,up,wheat,yes,small,large_farmer_irrigation_support,0
316479,4.22,punjab,wheat,yes,large,drip_irrigation,0
51171,1.01,maharashtra,sugarcane,no,small,low_income_farmer_aid,1
200539,3.09,gujarat,wheat,yes,medium,rice_development_scheme,1
293870,4.18,up,rice,no,large,large_farmer_irrigation_support,0
75318,0.92,up,rice,yes,small,crop_insurance,1
224311,3.02,gujarat,cotton,yes,medium,large_farmer_irrigation_support,0
404301,5.52,karnataka,sugarcane,no,large,drip_irrigation,1
276491,4.13,gujarat,cotton,no,large,small_farmer_support,0
308521,4.08,karnataka,sugarcane,no,large,pm_kisan,0
158545,2.15,gujarat,cotton,no,medium,sugarcane_incentive,1
295452,5.91,punjab,rice,yes,large,crop_insurance,0
63454,1.34,punjab,rice,yes,small,medium_farmer_modernization,0
157074,3.95,karnataka,rice,yes,medium,low_income_farmer_aid,0
139095,2.91,maharashtra,cotton,no,medium,low_income_farmer_aid,0
206498,4.97,up,rice,no,large,rice_development_scheme,1
138657,3.41,up,rice,yes,medium,medium_farmer_modernization,1
42296,0.58,maharashtra,cotton,no,small,cotton_support_scheme,0
253690,3.7,up,rice,no,medium,crop_insurance,0
329496,4.58,karnataka,rice,yes,large,crop_insurance,0
97812,2.15,up,rice,yes,medium,pm_kisan,0
142865,2.95,maharashtra,sugarcane,no,medium,rice_development_scheme,0
150151,2.28,punjab,wheat,no,medium,sugarcane_incentive,1
47644,0.66,karnataka,rice,yes,small,rice_development_scheme,0
302616,5.89,maharashtra,sugarcane,no,large,low_income_farmer_aid,0
99818,1.76,karnataka,sugarcane,no,small,small_farmer_support,1
411522,5.73,up,wheat,no,large,crop_insurance,1
126179,2.31,gujarat,cotton,no,medium,drip_irrigation,0
248187,4.49,maharashtra,cotton,yes,large,large_farmer_irrigation_support,0
404196,5.2,up,rice,yes,large,cotton_support_scheme,1
376972,5.68,maharashtra,sugarcane,yes,large,sugarcane_incentive,1
363896,5.48,gujarat,wheat,yes,large,drip_irrigation,0
315398,5.58,gujarat,wheat,no,large,pm_kisan,0
232272,2.63,gujarat,wheat,yes,medium,cotton_support_scheme,0
41481,0.69,punjab,rice,yes,small,sugarcane_incentive,0
200129,4.15,maharashtra,cotton,no,large,sugarcane_incentive,0
80847,1.31,up,rice,no,small,cotton_support_scheme,0
130949,1.98,karnataka,sugarcane,no,small,cotton_support_scheme,0
168899,3.79,up,rice,yes,medium,small_farmer_support,0
365090,5.6,gujarat,cotton,yes,large,low_income_farmer_aid,0
146168,2.2,gujarat,cotton,no,medium,drip_irrigation,1
49348,0.98,punjab,rice,yes,small,medium_farmer_modernization,0
176204,2.85,karnataka,rice,no,medium,low_income_farmer_aid,0
184419,3.25,maharashtra,cotton,yes,medium,large_farmer_irrigation_support,0
281137,5.08,karnataka,rice,no,large,crop_insurance,0
188696,4.93,gujarat,cotton,yes,large,rice_development_scheme,0
58094,1.1,punjab,wheat,yes,small,pm_kisan,1
189915,3.58,gujarat,cotton,no,medium,medium_farmer_modernization,0
256047,4.26,punjab,rice,no,large,cotton_support_scheme,0
295980,4.95,up,wheat,no,large,small_farmer_support,0
199624,2.1,maharashtra,sugarcane,yes,medium,rice_development_scheme,0
39917,0.96,up,wheat,yes,small,sugarcane_incentive,1
212001,5.25,karnataka,rice,yes,large,medium_farmer_modernization,0
279040,3.52,up,rice,no,medium,sugarcane_incentive,1
73230,1.76,maharashtra,cotton,no,small,medium_farmer_modernization,0
230305,3.1,punjab,wheat,yes,medium,large_farmer_irrigation_support,0
236802,4.74,punjab,rice,yes,large,sugarcane_incentive,0
145997,2.14,maharashtra,cotton,no,medium,small_farmer_support,0
147785,3.44,maharashtra,sugarcane,no,medium,medium_farmer_modernization,0
248146,5.76,up,wheat,no,large,large_farmer_irrigation_support,0
169635,4.02,gujarat,cotton,no,large,medium_farmer_modernization,0
79595,1.51,karnataka,rice,yes,small,drip_irrigation,0
162175,3.56,up,rice,no,medium,rice_development_scheme,1
177498,2.75,up,rice,no,medium,small_farmer_support,0
220277,3.5,up,wheat,yes,medium,pm_kisan,0
73468,1.56,karnataka,sugarcane,no,small,medium_farmer_modernization,0
386454,4.72,punjab,wheat,yes,large,pm_kisan,0
144991,3.53,up,rice,no,medium,low_income_farmer_aid,0
159310,3.74,up,wheat,yes,medium,drip_irrigation,0
194782,4.41,punjab,wheat,yes,large,large_farmer_irrigation_support,0
224943,3.39,up,wheat,no,medium,drip_irrigation,0
303418,5.04,gujarat,wheat,no,large,medium_farmer_modernization,0
163028,2.22,up,wheat,yes,medium,pm_kisan,0
407382,5.0,punjab,rice,yes,large,crop_insurance,1
147002,3.08,up,rice,no,medium,rice_development_scheme,1
151897,2.39,punjab,wheat,yes,medium,sugarcane_incentive,1
145212,4.15,punjab,rice,no,large,crop_insurance,0
157321,4.36,karnataka,sugarcane,no,large,drip_irrigation,0
75461,1.31,punjab,wheat,no,small,rice_development_scheme,1
206189,3.05,karnataka,sugarcane,yes,medium,medium_farmer_modernization,0
171222,2.85,karnataka,sugarcane,no,medium,cotton_support_scheme,0
274739,4.71,karnataka,sugarcane,no,large,large_farmer_irrigation_support,1
419663,5.47,karnataka,rice,no,large,crop_insurance,1
285460,4.02,maharashtra,sugarcane,yes,large,cotton_support_scheme,0
87888,0.95,punjab,rice,yes,small,rice_development_scheme,1
190603,4.12,punjab,rice,no,large,rice_development_scheme,1
96253,1.1,up,rice,yes,small,large_farmer_irrigation_support,0
50891,0.99,gujarat,wheat,no,small,large_farmer_irrigation_support,0
256090,2.89,maharashtra,sugarcane,yes,medium,pm_kisan,0
85535,2.23,punjab,wheat,yes,medium,low_income_farmer_aid,1
358347,5.98,up,rice,yes,large,large_farmer_irrigation_support,1
214879,2.94,gujarat,cotton,yes,medium,crop_insurance,0
401818,4.22,punjab,wheat,yes,large,drip_irrigation,0
215560,3.12,gujarat,cotton,no,medium,rice_development_scheme,1
102297,1.57,punjab,wheat,yes,small,cotton_support_scheme,1
74477,1.56,maharashtra,sugarcane,yes,small,drip_irrigation,0
60520,0.94,punjab,rice,yes,small,large_farmer_irrigation_support,0
280625,4.12,gujarat,wheat,no,large,cotton_support_scheme,1
161817,3.19,maharashtra,sugarcane,yes,medium,low_income_farmer_aid,0
179237,3.62,maharashtra,cotton,no,medium,sugarcane_incentive,0
48453,0.57,punjab,rice,yes,small,pm_kisan,1
109455,2.82,maharashtra,cotton,no,medium,crop_insurance,0
98952,1.41,karnataka,rice,no,small,medium_farmer_modernization,0
417342,4.66,karnataka,rice,yes,large,large_farmer_irrigation_support,1
168455,3.38,maharashtra,cotton,no,medium,medium_farmer_modernization,0
94722,2.66,punjab,wheat,no,medium,crop_insurance,0
372463,5.1,gujarat,cotton,yes,large,medium_farmer_modernization,0
288896,3.25,gujarat,cotton,yes,medium,rice_development_scheme,1
191159,2.31,up,rice,yes,medium,drip_irrigation,0
90606,1.51,up,wheat,no,small,sugarcane_incentive,0
363625,5.69,gujarat,wheat,yes,large,rice_development_scheme,0
255359,4.68,karnataka,rice,no,large,crop_insurance,0
124951,1.31,gujarat,cotton,yes,small,crop_insurance,0
174456,4.69,up,rice,yes,large,drip_irrigation,0
242494,3.87,karnataka,sugarcane,no,medium,pm_kisan,0
178864,2.3,punjab,rice,no,medium,large_farmer_irrigation_support,0
522850,5.97,up,wheat,yes,large,sugarcane_incentive,1
217600,4.02,gujarat,cotton,yes,large,pm_kisan,0
36598,0.63,punjab,wheat,yes,small,large_farmer_irrigation_support,0
126380,2.84,karnataka,rice,no,medium,low_income_farmer_aid,0
303083,4.76,gujarat,wheat,no,large,cotton_support_scheme,1
385061,5.16,punjab,rice,yes,large,pm_kisan,0
237808,3.09,maharashtra,sugarcane,yes,medium,medium_farmer_modernization,0
151444,2.12,punjab,rice,yes,medium,low_income_farmer_aid,0
166850,3.7,maharashtra,cotton,yes,medium,sugarcane_incentive,1
310493,5.26,punjab,rice,yes,large,small_farmer_support,0
101077,1.5,punjab,wheat,yes,small,small_farmer_support,1
203465,4.52,maharashtra,sugarcane,yes,large,medium_farmer_modernization,0
239994,4.93,punjab,rice,yes,large,pm_kisan,0
25795,0.64,up,rice,yes,small,rice_development_scheme,0
290181,3.14,maharashtra,cotton,yes,medium,cotton_support_scheme,1
187942,2.54,gujarat,wheat,no,medium,large_farmer_irrigation_support,0
45091,1.02,up,wheat,no,small,sugarcane_incentive,0
288375,4.15,maharashtra,sugarcane,no,large,sugarcane_incentive,0
292333,5.46,punjab,rice,no,large,rice_development_scheme,0
149165,4.71,maharashtra,cotton,no,large,small_farmer_support,0
415862,5.33,karnataka,sugarcane,no,large,large_farmer_irrigation_support,0
203363,5.34,punjab,rice,no,large,crop_insurance,0
245173,3.23,gujarat,cotton,no,medium,rice_development_scheme,1
231691,3.92,up,wheat,no,medium,sugarcane_incentive,1
236594,4.81,karnataka,rice,yes,large,rice_development_scheme,0
290927,3.91,maharashtra,sugarcane,yes,medium,rice_development_scheme,1
83246,1.44,gujarat,wheat,yes,small,large_farmer_irrigation_support,0
189732,4.72,maharashtra,cotton,yes,large,drip_irrigation,0
168706,2.54,gujarat,wheat,yes,medium,low_income_farmer_aid,0
231690,3.91,punjab,wheat,yes,medium,large_farmer_irrigation_support,0
37557,0.82,karnataka,sugarcane,no,small,small_farmer_support,1
323525,4.07,maharashtra,cotton,yes,large,small_farmer_support,0
244017,5.38,maharashtra,sugarcane,yes,large,medium_farmer_modernization,0
93319,1.0,punjab,wheat,yes,small,drip_irrigation,0
330773,3.6,karnataka,sugarcane,yes,medium,sugarcane_incentive,0
68308,0.73,up,wheat,yes,small,pm_kisan,1
223886,5.01,punjab,wheat,yes,large,medium_farmer_modernization,0
201075,4.34,punjab,wheat,yes,large,crop_insurance,0
95007,1.52,maharashtra,sugarcane,no,small,sugarcane_incentive,1
108247,1.7,gujarat,cotton,no,small,rice_development_scheme,1
327410,4.58,karnataka,rice,no,large,drip_irrigation,1
288743,3.89,karnataka,sugarcane,no,medium,sugarcane_incentive,0
48130,1.22,punjab,wheat,yes,small,sugarcane_incentive,1
89115,1.34,up,rice,no,small,small_farmer_support,1
87692,1.07,karnataka,sugarcane,yes,small,pm_kisan,1
389242,5.51,punjab,wheat,no,large,medium_farmer_modernization,0
114946,3.15,karnataka,sugarcane,yes,medium,cotton_support_scheme,1
145560,2.67,karnataka,sugarcane,no,medium,cotton_support_scheme,0
51892,0.76,up,rice,yes,small,medium_farmer_modernization,0
283361,4.81,karnataka,sugarcane,no,large,pm_kisan,0
191869,2.15,up,wheat,yes,medium,crop_insurance,0
46031,0.61,punjab,rice,yes,small,medium_farmer_modernization,0
111198,1.89,karnataka,sugarcane,no,small,small_farmer_support,1
98384,2.26,maharashtra,sugarcane,no,medium,cotton_support_scheme,1
146805,4.11,maharashtra,sugarcane,no,large,low_income_farmer_aid,0
107828,1.99,karnataka,sugarcane,no,small,small_farmer_support,1
201503,3.56,karnataka,sugarcane,no,medium,rice_development_scheme,0
327998,4.11,gujarat,wheat,no,large,pm_kisan,0
357652,5.89,maharashtra,cotton,no,large,medium_farmer_modernization,0
241731,4.05,karnataka,rice,yes,large,sugarcane_incentive,1
218120,3.44,maharashtra,sugarcane,no,medium,cotton_support_scheme,1
121366,3.6,maharashtra,sugarcane,no,medium,low_income_farmer_aid,0
398208,5.64,gujarat,wheat,yes,large,large_farmer_irrigation_support,1
167960,4.45,maharashtra,cotton,no,large,low_income_farmer_aid,0
329981,5.98,maharashtra,sugarcane,yes,large,medium_farmer_modernization,0
251039,5.66,karnataka,sugarcane,yes,large,pm_kisan,0
192629,3.73,maharashtra,sugarcane,yes,medium,low_income_farmer_aid,0
193676,2.37,karnataka,rice,yes,medium,small_farmer_support,0
167066,3.49,up,rice,no,medium,pm_kisan,0
43640,0.86,gujarat,wheat,no,small,sugarcane_incentive,1
435526,5.06,gujarat,wheat,yes,large,small_farmer_support,0
160946,2.62,maharashtra,sugarcane,no,medium,cotton_support_scheme,0
70972,1.58,karnataka,sugarcane,yes,small,large_farmer_irrigation_support,0
35155,0.96,up,wheat,yes,small,crop_insurance,0
383227,5.33,karnataka,sugarcane,no,large,cotton_support_scheme,0
101763,2.55,punjab,wheat,yes,medium,drip_irrigation,0
196107,3.38,karnataka,sugarcane,no,medium,small_farmer_support,0
62738,1.16,gujarat,cotton,yes,small,sugarcane_incentive,1
219552,4.4,karnataka,rice,yes,large,sugarcane_incentive,1
110229,1.68,maharashtra,cotton,no,small,medium_farmer_modernization,0
332792,4.48,gujarat,cotton,no,large,small_farmer_support,0
410407,4.28,punjab,wheat,yes,large,pm_kisan,0
40364,1.12,up,wheat,no,small,low_income_farmer_aid,1
306806,5.63,gujarat,cotton,no,large,pm_kisan,0
83232,2.68,punjab,wheat,no,medium,large_farmer_irrigation_support,0
102444,2.0,maharashtra,cotton,no,medium,large_farmer_irrigation_support,0
304722,3.55,up,wheat,yes,medium,crop_insurance,1
350253,4.31,punjab,rice,yes,large,low_income_farmer_aid,0
244678,3.48,gujarat,wheat,no,medium,small_farmer_support,0
218077,3.39,punjab,wheat,yes,medium,low_income_farmer_aid,0
24080,0.52,punjab,rice,yes,small,pm_kisan,1
327897,4.14,up,wheat,yes,large,pm_kisan,0
143028,4.1,punjab,wheat,no,large,medium_farmer_modernization,0
183668,2.08,karnataka,sugarcane,yes,medium,large_farmer_irrigation_support,0
195880,2.45,maharashtra,sugarcane,yes,medium,large_farmer_irrigation_support,0
128815,1.7,maharashtra,sugarcane,no,small,large_farmer_irrigation_support,0
280114,5.4,gujarat,wheat,no,large,crop_insurance,1
320157,5.02,punjab,wheat,yes,large,rice_development_scheme,0
320161,4.34,gujarat,wheat,yes,large,crop_insurance,0
228877,3.71,up,rice,no,medium,crop_insurance,0
40763,0.51,karnataka,sugarcane,no,small,large_farmer_irrigation_support,0
263797,3.48,up,wheat,yes,medium,low_income_farmer_aid,0
275142,4.36,gujarat,wheat,no,large,large_farmer_irrigation_support,0
124028,1.73,punjab,rice,no,small,rice_development_scheme,1
123148,2.84,maharashtra,cotton,yes,medium,rice_development_scheme,0
74028,1.23,gujarat,wheat,no,small,pm_kisan,1
68314,1.41,gujarat,cotton,yes,small,cotton_support_scheme,1
146503,2.83,up,wheat,yes,medium,small_farmer_support,0
445222,5.47,up,rice,yes,large,crop_insurance,0
158566,3.67,up,wheat,no,medium,crop_insurance,1
213810,4.31,up,wheat,no,large,drip_irrigation,0
268725,5.4,maharashtra,cotton,yes,large,cotton_support_scheme,1
463036,5.27,karnataka,rice,yes,large,large_farmer_irrigation_support,0
328975,4.79,karnataka,sugarcane,yes,large,cotton_support_scheme,0
276245,3.39,up,rice,yes,medium,pm_kisan,0
276639,5.67,karnataka,sugarcane,no,large,drip_irrigation,0
173774,2.82,maharashtra,sugarcane,no,medium,cotton_support_scheme,1
102908,1.67,up,wheat,no,small,sugarcane_incentive,1
61312,0.68,gujarat,wheat,yes,small,pm_kisan,1
237614,2.96,gujarat,cotton,yes,medium,drip_irrigation,0
48902,0.55,up,wheat,yes,small,rice_development_scheme,1
243332,5.58,punjab,wheat,yes,large,cotton_support_scheme,1
85737,1.77,gujarat,wheat,yes,small,crop_insurance,0
197230,5.19,up,wheat,no,large,large_farmer_irrigation_support,0
178074,2.58,gujarat,wheat,no,medium,large_farmer_irrigation_support,0
262263,3.74,up,rice,no,medium,crop_insurance,0
285967,5.34,up,rice,no,large,cotton_support_scheme,0
228784,5.92,gujarat,wheat,no,large,crop_insurance,1
327174,4.68,karnataka,rice,no,large,crop_insurance,1
249921,5.73,karnataka,rice,yes,large,cotton_support_scheme,0
315639,4.12,punjab,rice,yes,large,small_farmer_support,0
